AR-09-011,20090774,57.00517355,-111.4642626,,2009-08-22,89,0.02,23.4,18.7,530,523,0.063,0,0.037,0.464,3.03,0.62,45300,0.058,0.103,60.6,789,0.34,0.73,0.147,1.81,0.08,0.58,735,0.022,0.0367,8.92,136,870,192.9,40.52,328.8,7.781,,0.2172,265.98,0.25,0.00,0.00,0.00,0.00,,0.32,1927,-131.0,6.7,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-09-012,20090775,57.00650962,-111.4670855,,2009-08-22,51,0,6.7,30.4,320,411,0.023,0,0.03,0.239,0.409,0.21,53500,0.056,0.044,70.3,1340,0.655,0.74,0.064,3.11,0.078,0,1330,0.022,0.0856,1.16,67.5,728,278.4,49.99,139.1,7.405,,0.2066,199.82,0.09,0.05,0.00,0.00,6.07,,0.36,1726,-139.0,6.84,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-09-013,20090776,57.01073881,-111.4748931,,2009-08-22,30,0,3.7,1.22,1410,55.7,0.03,0,0.04,8.42,0.123,0.38,2780,0.033,0,69.6,968,2.62,17,0.131,4.69,0.081,0,925,0.071,0.938,0.156,62.3,455,336.4,47.11,535.1,12.82,,0,637.86,0.34,0.00,0.00,0.00,1018.90,,0.3,3628,-19.0,6.74,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-09-014,20090777,57.01292583,-111.4782032,,2009-08-22,40,0,2.3,0.38,966,49.8,0.018,0,0.026,1.33,0.089,0.92,28.9,0.017,0,153,185,0.098,17.7,0,13.4,0.041,0,1220,0.023,5.23,0.078,63.7,830,145.3,150.9,288.8,14.51,,0,61.51,0.25,0.00,0.00,0.00,916.26,,0.52,2474,16.0,6.99,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SR-09-006,20090778,57.02097575,-111.4806392,,2009-08-22,47,0,7,4.91,198,255,0.02,0,0.028,5.65,0.184,0.2,9560,0.096,0.132,28,4310,0.966,8.29,0,2.14,0.117,0,585,0,2.67,1.37,11.5,425,157.4,35.04,13.261,2.916,,0,3.02,0.21,0.00,0.00,0.00,19.44,,0.32,703,-108.0,7.04,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-09-015,20090779,56.97143989,-111.4540719,,2009-08-22,50,0,2.8,0.62,484,117,0.026,0,0.03,0.152,0.187,0.67,3110,0.039,0,93.1,1390,0.235,1.32,0,1.73,0.06,0,803,0,0.0573,0.286,152,402,209.5,76.46,56.43,4.266,,0,45.74,0.22,0.00,0.00,0.00,361.04,,0.55,1253,-53.0,6.6,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-004,20101206,56.99316828,-111.4495082,,2010-09-22,105,0,6,2.23,167,313,0,0,0.049,7.88,0.1,0.31,3930,0.636,0.053,33,11100,3.38,10,0,2.18,0.132,0.22,1050,0.026,4.32,0.446,5.2,510,135.7,43.62,21.74,3.319,,0,7.7,0.5,0,0,0,49.3,1.02,0.9,1560,45,7,9.6,27.68,83.03,177.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-005,20101207,56.99396899,-111.4508379,,2010-09-22,98,0,0,4.87,381,336,0.016,0,0.04,9.7,0.14,0.25,10600,0.24,0.093,57.1,9100,13,10.7,0.052,3.19,0.058,0.25,1010,0.036,6.48,0.441,14.8,760,195.2,35.26,108.8,3.318,,0,11.7,1.8,0,0,0,29.4,0.92,0.9,2240,60,7.1,10.1,178.62,321.59,443.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-036,20101208,56.99481743,-111.4522415,,2010-09-22,42,0,0,0.45,1250,59.5,0,0,0.013,4.49,0,0.57,442,0.104,0.018,118,625,0.42,13.5,0,13.9,0.07,0,1410,0.023,2.29,0.149,150,633,124.7,100.9,206.1,14.08,,0,6.7,0.4,0,0,0,696,0.71,1.5,3360,50,8.4,9.7,63.25,100.15,131.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-037,20101209,56.99541482,-111.4533394,,2010-09-22,60,0.016,18.8,27.4,561,145,0.037,0,0.014,2.71,0.96,0.31,21900,0.171,0.12,55.8,1130,2.33,8.77,0.051,4.49,0.121,0.66,1200,0,1.74,3.98,78.5,1019,142.1,77.24,250.9,8.229,,0,18.9,0.9,0,0.02,0,81.8,2.1,0.8,3170,72,7.1,10.6,53.73,154.35,359.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-008,20101210,56.99614082,-111.4546457,,2010-09-22,46,0,0,0.34,1280,338,0,0,0.1,3.74,0.15,1.03,41.8,0.111,0.037,62.9,1970,1.21,9,0,3.07,0.169,0.42,698,0.059,1.5,0.116,3.6,876,115.4,23.23,280.5,4.175,,0,19.8,1.9,0,0.02,0,14.3,0.37,0.8,2600,-3,7.1,10.9,414.08,396.27,580.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-009,20101211,56.99714791,-111.4559974,,2010-09-23,62,0,0,0.2,279,128,0,0,0.014,0.064,0,0.77,0,0,0,28,1.94,1.67,0.93,0,1.16,0.107,0.79,432,0,1.1,0.05,4,245,91.06,16.19,11.51,1.942,,0,3.4,0.8,0.1,1.2,0,40.9,0.09,0.85,900,50,7.4,10,41.35,30.01,102.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-010,20101212,56.99804093,-111.4571127,,2010-09-23,75,0,0,0.23,170,107,0,0,0.014,0.345,0,0.38,16.9,0,0,23.5,50.9,0.458,1.93,0,1.34,0.084,0.13,389,0.014,1.35,0,0,240,98.29,18.85,16.31,2.757,,0,4.4,0.2,0,0.03,0,48.5,0.05,0.9,880,68,7.4,10,46.73,60.29,132.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-011,20101213,56.99889499,-111.4580019,,2010-09-23,85,0,0,26,1620,346,0.015,0,0.011,0.113,0.21,0.25,21500,0.042,0.019,155,530,1.38,0.53,0,3.49,0.023,0.21,502,0,0.0222,1.55,70.4,802,61.44,19.28,300.1,8.153,,0.07,32.3,1.6,0,0.03,0,1.9,4.80,0.8,2570,85,7.4,11,1086.50,1382.07,1546.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-012,20101214,57.00001491,-111.4589053,,2010-09-23,126,0.015,114,141,66.2,793,0.033,0,0.021,3,0.84,0.7,82800,0.131,0.276,23.3,1550,3.02,2.8,0.251,5.63,0.127,0.92,2310,0,0.0234,2.79,7.8,998,268.4,96.68,18.91,5.969,,0.4,4.9,0.1,0,0.02,0,0.4,21.80,0.7,3180,-80,7,12.3,5.31,79.47,268.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-013,20101215,57.001523,-111.459936,,2010-09-23,50,0.018,5.9,92.8,45.5,319,0.03,0,0.018,1.97,0.33,0,96500,0.226,0.069,23.3,3520,4.72,1.71,0,4.58,0.101,0.43,1470,0,0.0834,3.43,6.2,750,236.6,66.58,26.49,5.094,,0.1,60.1,0.2,0,0.03,0,0.7,2.10,0.65,2700,-120,7.1,11.2,20.14,47.88,196.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-014,20101216,57.02693897,-111.4924366,,2010-09-24,47,0,0,1.63,90.6,150,0,0,0.01,1.07,0.13,0,21400,0.085,0.035,21.6,1380,0.728,3.38,0,1.24,0.057,0.1,434,0,0.142,0.176,4.5,289,103.9,20.94,0,1.091,,0,6.5,0.2,0,0.04,0,10.2,1.03,0.85,950,22,7.15,8.7,138.19,457.39,572.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-015,20101217,57.01237331,-111.465464,,2010-09-24,55,0.011,0,13.1,47.1,490,0.018,0,0.019,10.4,0.21,0,53600,0.613,0.069,22.4,11500,3.48,8.53,0,4.49,0.098,0.33,1120,0,1.29,2.65,3.3,631,181.3,43.19,2.861,4.226,,0,10.0,0.2,0,0.04,0,9.6,7.20,0.8,2160,-91,7.2,12.5,1.23,40.14,157.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-016,20101218,56.99025847,-111.4453162,,2010-09-25,44,0.016,0,4.87,668,215,0.017,0,0.017,6.64,0.3,0,5340,0.213,0.062,72.1,2070,2.21,20.7,0.065,7.52,0.072,0.34,1000,0,2.23,1.66,11.8,825,95.51,81.43,261.7,10.49,,0,183.4,0.5,0,0,0,53.7,2.10,1.2,3340,96,7.2,11.3,247.58,265.13,460.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-017,20101219,56.99040154,-111.445528,,2010-09-25,48,0.014,0,1.48,208,977,0.013,0,0.047,25,0.14,0.23,6180,0.725,0.053,59.9,11900,2.97,14.6,0,4.14,0.06,0.18,1450,0.043,2.23,0.88,7.9,785,306.5,60.85,347.3,6.692,,0,647,0.6,0,0,0,79.6,2.00,0.9,5340,9.2,7.1,10.6,164.95,177.62,307.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-018,20101220,56.99041848,-111.445536,,2010-09-25,130,0.011,8.1,50.3,517,327,0.03,0,0,0.444,0.62,0.21,49200,0.242,0.078,36.8,1930,1.83,1.42,0,2.44,0.106,0.62,832,0,0.0576,2.97,68.8,774,123.9,31.74,237.1,3.322,,0.1,13.3,2.1,0,0,0,0.5,3.90,0.8,2500,-65,7.3,10.8,138.75,275.67,523.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-019,20101221,56.990099,-111.4452648,,2010-09-25,72,0,0,10.9,695,151,0.01,0,0,3.84,0.16,0,25200,0.238,0.035,119,2410,0.62,8.7,0,8.37,0.033,0.12,1940,0,1.33,0.376,4.4,660,276.5,152.1,200.5,12.17,,0,62.0,0.3,0,0,0,938,1.07,1,4320,-52,7,12.6,106.85,162.36,270.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-020,20101222,56.98994158,-111.445227,,2010-09-25,112,0,0,26.7,646,417,0.014,0,0.025,0.845,0.29,0,37800,0.193,0.093,50.7,2410,10,1.21,0,2.45,0.078,0.5,890,0,0.743,2.48,11.1,890,111.4,35.15,256.3,8.019,,0,17.3,0.8,0,0.03,0,2.0,1.28,1,2810,-70,7.4,12.4,188.68,248.72,469.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-021,20101223,56.98977618,-111.4451582,,2010-09-25,50,0.012,0,5.35,49.5,378,0.018,0,0.014,9.48,0.2,0,26000,0.392,0.091,20.4,5670,3.05,10.2,0,2.76,0.093,0.27,1200,0,1.19,1.86,2.9,695,204.1,54.71,34.71,3.563,,0,16.4,0.1,0,0,0,34.9,2.60,1.1,2360,-87,7.25,11.4,20.50,68.34,175.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-022,20101224,56.98976,-111.445136,,2010-09-25,140,0.028,0,88.7,568,710,0.021,0.018,0.017,3.21,0.34,0,60500,0.194,0.064,45.7,3250,6.25,1.53,0,2.86,0.08,0.47,1480,0,0.0501,4.92,5.4,1126,229.2,48.87,165.4,5.567,,0.09,11.3,1.3,0,0.03,0,0.4,5.40,0.7,3020,-134,7.3,12.5,152.57,314.69,476.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-024,20101225,56.989395,-111.444586,,2010-09-24,53,0,0,0.44,94.8,125,0,0,0.047,1.1,0,1.44,14.7,0.226,0.015,14.4,3740,2.47,7.26,0,1.94,0.101,0.2,514,0.023,0.837,0.111,67.3,162,72.24,28.11,49.61,1.528,,0,20.4,0.2,0,0,0,174,1.04,1,1280,-97,7.5,12.6,59.49,68.06,115.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-101,20101226,56.97632198,-111.4525206,,2010-09-21,50,0,0,0.34,36.1,138,0,0,0.021,3.21,0.1,0.32,471,0.188,0.028,9.27,2240,1.35,5.58,0.05,1.27,0.074,0.12,396,0.01,0.656,0.172,10.6,108,74.32,14.04,0,1.241,,0,3.0,0.2,0,0,0,24.3,0.16,0.5,805,-51,7.45,11.1,10.89,47.21,96.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-102,20101227,56.97790876,-111.4516684,,2010-09-21,85,0,0,11.2,127,125,0,0,0,0.408,0,0,7580,0.095,0.037,14.1,942,1.51,1.35,0,0.811,0.052,0,302,0,0.0993,0.36,68.5,204,62.59,13.58,10.78,1.252,,0,3.0,0.3,0,0,0,32.4,0.25,0.69,814,-131,7.55,11.2,26.82,74.12,118.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-103,20101228,56.97946292,-111.4498242,,2010-09-22,45,0,0,0.14,122,109,0,0,0.035,0.422,0,0.82,47.5,0.051,0,19.5,215,0.543,3.48,0,1.14,0.076,0,450,0.015,1.06,0.079,6.3,311,123.2,28.24,8.576,1.365,,0,7.5,0.3,0,0.02,0,57.5,0.11,0.73,1099,-40,7.38,8.9,23.79,40.20,75.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-104,20101229,56.98085229,-111.4478631,,2010-09-22,90,0,0,0.54,133,102,0,0,0.013,0.705,0,0.5,351,0.038,0.017,17.6,391,0.749,2.29,0,1.05,0.058,0,418,0,0.935,0.08,69.3,275,103.8,32.99,0.101,2.384,,0,3.2,0.3,0,0,0,81.7,0.07,1.15,1005,-36,7.4,9.9,40.41,80.62,125.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-105,20101230,56.98205157,-111.4452837,,2010-09-22,44,0,0,0.2,130,81.2,0,0,0,1.46,0,0.28,170,0.062,0,21.6,600,0.186,5.04,0,2.22,0.043,0.1,416,0.013,0.932,0.054,68.8,362,130.1,44.46,0,1.847,,0,2.4,0.3,0,0,0,116,0.07,1.04,1321,-15,7.26,9.8,229.74,517.76,549.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-106,20101231,56.98320982,-111.4427738,,2010-09-22,66,0,0,0.39,44.7,81.8,0,0,0.012,0.106,0,0.35,0,0.024,0,6.47,199,2.53,2.48,0,1.11,0.074,0.1,246,0,0.379,0.056,64.1,133,58.82,16.02,18.92,2.602,,0,2.2,0.1,0,0,0,32.8,0.14,0.54,561,-48,7.72,10.6,27.96,61.01,114.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-107,20101232,56.98493383,-111.4417744,,2010-09-22,68,0.011,0,39.1,90.9,557,0.034,0,0,0.46,0.55,0,57000,0.086,0.063,28.5,1120,4.57,1.23,0,3.87,0.056,0.33,1390,0,0.101,3,18.3,565,189.1,59.32,0,9.816,,0,3.2,0.2,0,0.03,0,27.8,21.80,0.47,1896,-148,7.27,10.5,3.98,77.10,247.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-108,20101233,56.98671732,-111.4416396,,2010-09-22,70,0,0,0.19,72.7,164,0,0,0.057,1.45,0,0.49,17.2,0.032,0.015,27.3,948,0.337,6.61,0,1.25,0.114,0,800,0,1.45,0,37.3,345,190.3,31.88,0,1.333,,0,2.3,0.03,0,0,0,165,0.07,0.53,1487,-33,7.23,10.8,41.01,53.10,108.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-109,20101234,56.98856051,-111.4417562,,2010-09-22,40,0,0,3.48,36.4,316,0.01,0,0,0.538,0,0,9910,0.171,0.028,12.9,3050,2.86,1.68,0,1.65,0.034,0.1,661,0,0.138,1.12,3.4,272,101.6,28.56,0,0.704,,0,2.5,0.1,0,0,0,28.4,0.48,0.46,999,-59,7.69,10.6,36.11,94.97,180.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-110,20101235,56.99032589,111.4424788,,2010-09-23,85,0,0,0.66,42.3,205,0,0,0,1.96,0,0.33,29.7,0.123,0.019,9.74,1690,1.53,4.88,0,1.23,0.128,0.15,821,0,2.46,0.177,19.2,369,127.9,45.07,0,1.095,,0,2.7,0.05,0,0,0,54.0,0.08,1.2,870,-75,8.36,9.9,14.77,52.88,137.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-111,20101236,56.99182926,-111.4440768,,2010-09-23,105,0,232,3.32,53.7,170,0.027,0,0.014,1.74,0.51,0.36,2800,0.247,0.547,16.3,1990,1.17,3.55,0.323,1.52,0.051,0.14,431,0,0.526,1.36,41.6,209,77.78,23.23,0,0.763,,0,2.7,0.07,0,0.01,0,26.0,0.33,0.82,754,-86,7.8,11.2,27.72,64.82,127.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-112,20101237,56.99310517,-111.4468135,,2010-09-23,110,0,0,2.1,30.7,280,0,0,0.013,2.79,0.11,0,1280,0.3,0.029,16.5,4340,0.798,4.57,0.14,2.93,0.076,0.21,1010,0.018,2.19,0.509,6.6,504,147.4,54.11,0,1.358,,0,5.0,0.04,0,0,0,38.4,0.69,0.63,1431,-74,7.44,11.2,5.08,52.27,104.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-113,20101238,57.002645,-111.462076,Estimated position +/- 200 m,2010-09-23,60,0,0,0.18,107,175,0,0,0.024,8.43,0,0.44,117,0.284,0.012,25.4,4040,0.421,7.36,0,2.88,0.109,0.1,612,0.024,0.391,0.051,72.9,322,128.8,19.26,0,2.453,,0,2.4,0.1,0,0.02,0,31.2,0.36,0.72,1080,-22,7.27,11,29.95,91.82,140.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-114,20101239,57.004366,-111.463389,Estimated position +/- 200 m,2010-09-23,45,0,0,11.7,69.2,129,0,0,0,0.115,0.11,0,15400,0.125,0.019,20.7,942,2.69,0.95,0,1.21,0.057,0.1,498,0,0.0926,0.419,2.5,260,115.7,21.83,0,2.105,,0,6.5,0.2,0,0,0,74.6,0.68,0.6,1200,-126,7.49,12.2,193.03,403.74,515.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-115,20101240,57.005577,-111.465118,Estimated position +/- 200 m,2010-09-23,48,0,0,3,61.1,273,0,0,0,0.677,0.21,0,9730,0.158,0.016,28.3,1990,0.68,1.84,0,1.31,0.064,0.14,877,0,1.36,0.398,8.5,550,215.4,36.69,2.006,1.305,,0,9.6,0.1,0,0.02,0.3,49.1,0.34,0.54,1764,-66,7.1,10.9,16.39,60.47,168.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-116,20101241,57.00656895,-111.4673068,Estimated position +/- 200 m,2010-09-23,62,0.011,0,13.4,213,240,0.017,0,0,3.03,0.38,0.23,39600,0.124,0.08,72,1390,1.28,4.73,0.052,2.34,0.113,0.34,1590,0,2.8,0.801,74.7,1040,244.2,58.39,244.2,5.794,,0,162.6,0.1,0,0,0,60.1,0.79,0.57,3622,-93,7.04,10.5,11.85,87.25,277.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-10-117,20101242,57.007519,-111.469547,Estimated position +/- 200 m,2010-09-24,40,0,0,136,1030,631,0.012,0,0,0.318,0.31,0.2,28300,0.101,0.058,15.2,1020,0.554,2.47,0.067,3.57,0.046,0.17,845,0,0.0751,1.06,72.9,959,182.6,65.74,358.4,6.491,,0,336.8,0.32,0,0,0,0.1,5.60,0.46,4120,-160,7.42,9.8,138.89,405.18,628.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
